Date,STN_144_PM10,STN_144_SO2,STN_144_NO2,STN_146_PM10,STN_146_SO2,STN_146_NO2,STN_345_PM10,STN_345_SO2,STN_345_NO2
2015-12-06,,,,,,,,,
2015-12-07,,,,,,,430.0,4.0,160.0
2015-12-08,,,,435.0,3.0,182.0,451.0,2.0,159.0
2015-12-09,273.0,3.0,123.0,335.0,3.0,151.0,,,
2015-12-10,280.0,2.0,122.0,289.0,2.0,159.0,,,
2015-12-11,,,,,,,,,
2015-12-12,,,,,,,,,
2015-12-13,,,,,,,,,
2015-12-14,,,,,,,321.0,2.0,99.0
2015-12-15,,,,264.0,5.0,136.0,375.0,8.0,106.0
2015-12-16,284.0,2.0,161.0,346.0,13.0,178.0,,,
2015-12-17,386.0,2.0,208.0,346.0,3.0,174.0,,,
2015-12-18,,,,,,,,,
2015-12-19,,,,,,,,,
2015-12-20,,,,,,,,,
2015-12-21,,,,,,,573.0,2.0,199.0
2015-12-22,,,,,,,616.0,28.0,223.0
2015-12-23,,,,,,,,,
2015-12-24,,,,,,,,,
2015-12-25,,,,,,,,,
2015-12-26,,,,,,,,,
2015-12-27,,,,,,,,,
2015-12-28,,,,,,,,,
2015-12-29,253.0,21.0,152.0,271.0,2.0,130.0,,,
2015-12-30,311.0,19.0,145.0,318.0,2.0,161.0,,,
2015-12-31,,,,,,,,,
